3.84760000e+005  4.29233300e+006   2.30000000e+000
3.84371225e+005  4.29198996e+006   2.19673400e+000
3.83762511e+005  4.29198131e+006   2.23598000e+000
3.83157779e+005  4.29199819e+006   2.75852400e+000
3.82590045e+005  4.29211391e+006   4.29853000e+000
3.82209000e+005  4.29193700e+006   3.00000000e+000
3.81763648e+005  4.29194454e+006   2.27769900e+000
3.81312558e+005  4.29184904e+006   2.14833150e+000
3.80883000e+005  4.29179000e+006   2.00000000e+000
3.80435940e+005  4.29193077e+006   2.02872700e+000
3.80044000e+005  4.29179000e+006   2.00000000e+000
3.79550441e+005  4.29179204e+006   2.03305050e+000
3.79079127e+005  4.29193698e+006   3.31762050e+000
3.78572500e+005  4.29205970e+006   4.77919200e+000
3.78027439e+005  4.29214664e+006   4.97884600e+000
3.77443052e+005  4.29219469e+006   4.35239450e+000
3.76829349e+005  4.29220427e+006   1.55433185e+001
3.76243045e+005  4.29209375e+006   2.77987670e+001
3.75786000e+005  4.29189300e+006   2.30000000e+001
3.75169646e+005  4.29194948e+006   1.80000000e+001
3.74652000e+005  4.29182000e+006   1.51000000e+001
3.74118307e+005  4.29197054e+006   1.43542850e+001
3.73583549e+005  4.29208711e+006   1.28097915e+001
3.73253000e+005  4.29193700e+006   1.15000000e+001
3.72664000e+005  4.29190800e+006   1.00000000e+001
3.72098266e+005  4.29182009e+006   1.00000000e+001
3.71538210e+005  4.29201098e+006   9.53402400e+000
3.71132000e+005  4.29182000e+006   9.00000000e+000
3.70571014e+005  4.29180501e+006   8.69523750e+000
3.69989034e+005  4.29194320e+006   7.84677900e+000
3.69409949e+005  4.29199202e+006   7.18556550e+000
3.68827099e+005  4.29205659e+006   6.85431350e+000
3.68245223e+005  4.29213815e+006   6.68826800e+000
3.67664541e+005  4.29222911e+006   5.52619950e+000
3.67087123e+005  4.29242397e+006   3.57389450e+000
3.66606943e+005  4.29276335e+006   2.70044400e+000
3.66145000e+005  4.29319500e+006   2.30000000e+000
3.84050782e+005  4.29264862e+006   2.39416300e+000
3.84665414e+005  4.29267996e+006   2.35491700e+000
3.83438375e+005  4.29264053e+006   2.43340900e+000
3.82842413e+005  4.29267038e+006   3.97341500e+000
3.82248780e+005  4.29272323e+006   5.51342100e+000
3.82014775e+005  4.29227916e+006   3.89556000e+000
3.81443112e+005  4.29228650e+006   2.17536700e+000
3.80924513e+005  4.29214748e+006   2.04599950e+000
3.80499571e+005  4.29242304e+006   2.05576250e+000
3.79998111e+005  4.29214445e+006   2.03849000e+000
3.79523145e+005  4.29234231e+006   3.32306000e+000
3.79009983e+005  4.29252057e+006   4.60763000e+000
3.78454890e+005  4.29264987e+006   4.80728400e+000
3.77845947e+005  4.29271545e+006   5.00693800e+000
3.77171894e+005  4.29273428e+006   1.61978620e+001
3.76412747e+005  4.29273094e+006   2.73887860e+001
3.75726622e+005  4.29238812e+006   2.26943930e+001
3.75135489e+005  4.29266686e+006   1.70000000e+001
3.74618779e+005  4.29231500e+006   1.58097915e+001
3.74037488e+005  4.29254253e+006   1.36195830e+001
3.73461612e+005  4.29269460e+006   1.23097915e+001
3.73040916e+005  4.29219424e+006   1.15000000e+001
3.72494668e+005  4.29232358e+006   1.05000000e+001
3.71941056e+005  4.29247807e+006   9.87522200e+000
3.71374455e+005  4.29264494e+006   9.40924600e+000
3.70972092e+005  4.29220632e+006   9.06804800e+000
3.70383663e+005  4.29237275e+006   8.21958950e+000
3.69782890e+005  4.29249161e+006   7.37113100e+000
3.69190667e+005  4.29258416e+006   7.03987900e+000
3.68609310e+005  4.29267912e+006   6.70862700e+000
3.68050874e+005  4.29274978e+006   5.54655850e+000
3.67534240e+005  4.29277757e+006   4.38449000e+000
3.67135504e+005  4.29311599e+006   3.51103950e+000
3.66640205e+005  4.29350931e+006   2.63758900e+000
3.84354030e+005  4.29331273e+006   2.47078900e+000
3.83713203e+005  4.29328556e+006   2.51003500e+000
3.85012964e+005  4.29334202e+006   2.27841700e+000
3.83086421e+005  4.29327255e+006   4.30692900e+000
3.82465755e+005  4.29326233e+006   5.84693500e+000
3.81838349e+005  4.29322362e+006   3.80671050e+000
3.81640138e+005  4.29272853e+006   3.79322800e+000
3.81047697e+005  4.29262450e+006   2.07303500e+000
3.80594929e+005  4.29293611e+006   2.08679450e+000
3.80029824e+005  4.29267561e+006   2.06952200e+000
3.79514992e+005  4.29291143e+006   3.35409200e+000
3.78955914e+005  4.29312828e+006   5.01351800e+000
3.78345938e+005  4.29323840e+006   5.21317200e+000
3.77665539e+005  4.29325018e+006   6.22641550e+000
3.76971493e+005  4.29325432e+006   1.74173395e+001
3.76319926e+005  4.29334445e+006   2.40185915e+001
3.75715644e+005  4.29300098e+006   2.16943930e+001
3.75048431e+005  4.29336003e+006   1.60000000e+001
3.74527112e+005  4.29294740e+006   1.48097915e+001
3.73906966e+005  4.29315351e+006   1.28097915e+001
3.73321051e+005  4.29332769e+006   1.15000000e+001
3.72900424e+005  4.29283254e+006   1.10000000e+001
3.72342648e+005  4.29297282e+006   1.03752220e+001
3.71776798e+005  4.29311543e+006   9.75044400e+000
3.71195818e+005  4.29325564e+006   9.00314950e+000
3.70788594e+005  4.29280410e+006   8.66195150e+000
3.70185808e+005  4.29294480e+006   7.81349300e+000
3.69578078e+005  4.29307100e+006   7.11826750e+000
3.68973204e+005  4.29319514e+006   6.78701550e+000
3.68369320e+005  4.29331294e+006   4.73002200e+000
3.67771429e+005  4.29332147e+006   3.56795350e+000
3.67361422e+005  4.29372792e+006   2.69450300e+000
3.66907848e+005  4.29408206e+006   2.77186100e+000
3.84672653e+005  4.29396149e+006   2.39428900e+000
3.83996705e+005  4.29392598e+006   2.58666100e+000
3.83337682e+005  4.29389157e+006   4.38355500e+000
