1.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
2.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
3.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
4.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
5.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
6.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
7.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
8.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
9.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
10.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
11.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
12.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
13.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
14.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
15.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
16.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
17.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
18.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
19.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
20.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
21.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
22.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
23.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
24.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
25.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
26.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
27.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
28.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
29.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
30.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
31.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
32.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
33.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
34.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
35.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
36.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
37.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
38.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
39.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
40.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
41.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
42.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
43.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
44.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
45.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
46.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
47.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
48.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
49.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
50.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
51.00000000  100.00000000   0.00000000   0.01000000   0.05000000   1.00000000   20
